acc,gyro
1.14316,0.52105
1.14354,0.5249
1.17443,0.51654
1.23259,0.51207
1.30381,0.51549
1.3209,0.52726
1.28134,0.52739
1.34466,0.48941
1.3326,0.44226
1.33124,0.39185
1.22034,0.344
1.14689,0.30054
1.10661,0.25691
1.03488,0.22533
0.98242,0.21967
0.9217,0.2258
0.87569,0.2483
0.82614,0.25951
0.83443,0.26076
0.88084,0.26285
0.89566,0.25686
0.87944,0.24906
0.82079,0.25373
1.54053,0.38155
1.88237,0.53947
1.42087,0.40493
1.65619,0.2933
1.48793,0.23989
1.36786,0.24781
1.50395,0.24906
1.39275,0.20378
1.16078,0.15269
1.07198,0.1131
1.25118,0.06368
1.21829,0.04314
1.11545,0.02991
1.04174,0.01897
0.98422,0.00805
0.94392,0.01944
0.90725,0.02188
0.90393,0.02724
0.9166,0.04059
1.02317,0.03744
1.04113,0.03643
0.99033,0.03181
1.00285,0.03238
1.01956,0.03742
1.03031,0.05034
0.99605,0.06099
0.99493,0.06778
1.00238,0.07221
0.99661,0.07723
0.99042,0.08083
1.00395,0.0915
0.98312,0.10752
0.95687,0.12104
0.97018,0.13237
0.96464,0.14873
1.00272,0.16869
1.06792,0.19675
1.08685,0.24249
0.9364,0.25713
0.94869,0.24983
0.95542,0.2449
0.98402,0.25182
1.081,0.27596
1.08698,0.30064
1.17893,0.33291
1.3847,0.38408
1.68892,0.43237
1.77042,0.4807
1.9299,0.52809
1.85058,0.57757
1.37789,0.55872
0.86287,0.45854
0.80322,0.34903
0.7009,0.24816
0.62043,0.20887
0.59127,0.13277
0.31116,0.09671
0.23314,0.16695
0.31891,0.28599
0.36413,0.38381
0.33232,0.46093
0.45074,0.49316
0.56887,0.50426
0.77637,0.53648
1.00204,0.56776
0.98672,0.58187
0.98202,0.58771
1.15212,0.59478
1.40429,0.58768
1.47587,0.58624
1.34416,0.61826
1.3557,0.63547
1.41251,0.6056
1.39483,0.54991
1.42849,0.50034
1.43538,0.45755
1.26914,0.41881
1.23214,0.35678
1.21081,0.31795
0.94199,0.33302
0.86543,0.35598
0.83604,0.37906
0.77645,0.40027
0.80351,0.40908
0.86606,0.39843
0.88908,0.36681
0.78735,0.33519
1.9235,0.40302
1.93908,0.48383
2.07025,0.4395
1.58165,0.34264
1.46987,0.30857
1.20437,0.35011
1.26579,0.25558
1.17761,0.16206
1.245,0.10692
1.56323,0.08978
1.3745,0.08686
1.04582,0.07086
0.97017,0.04151
0.95746,0.0352
0.97501,0.02586
0.97702,0.02856
1.03498,0.03719
1.00784,0.03704
0.96873,0.03153
0.97006,0.0222
0.98492,0.01525
0.97854,0.01169
0.98749,0.01751
1.02127,0.02966
1.01868,0.04426
1.01052,0.06357
1.01233,0.07611
0.98837,0.08561
0.99017,0.09656
0.99306,0.10997
0.986,0.13183
0.98385,0.16832
0.9099,0.21127
0.96365,0.23793
1.10652,0.2691
1.13726,0.3278
1.18176,0.39595
1.03802,0.44617
1.09413,0.47145
1.19881,0.44401
1.23321,0.46369
1.48991,0.49401
1.70836,0.51442
1.75569,0.51736
1.40642,0.48145
0.95495,0.39241
0.87143,0.31745
0.95474,0.25526
0.88587,0.26457
1.01174,0.2267
0.9028,0.07949
0.38602,0.16261
0.30539,0.34976
0.2549,0.47082
0.417,0.52287
0.52665,0.52894
0.68945,0.49872
0.84718,0.48364
0.85421,0.48683
0.93562,0.4881
0.99995,0.4828
1.07414,0.47364
1.10123,0.4613
1.16085,0.44494
1.1757,0.43125
1.19606,0.4266
1.27711,0.42032
1.26781,0.4034
1.21304,0.38346
1.24971,0.36755
1.22214,0.35002
1.22542,0.33196
1.23439,0.31421
1.20699,0.29356
1.15428,0.2678
1.12663,0.24722
1.09912,0.22767
1.06961,0.20437
1.0232,0.18754
0.98124,0.18518
0.93611,0.19441
0.88524,0.2099
0.84036,0.22789
0.82351,0.21648
0.82729,0.18767
0.84802,0.16354
0.87782,0.12884
0.85469,0.08956
0.77087,0.06874
0.80397,0.08219
0.806,0.09885
0.79748,0.12893
0.79625,0.16642
0.75912,0.19166
0.70294,0.19972
1.08962,0.17562
1.20881,0.19967
2.21428,0.26919
2.49219,0.23994
1.68621,0.24118
1.33291,0.25743
1.40164,0.38216
1.79914,0.29682
1.64955,0.15333
1.43121,0.10907
1.37285,0.14692
1.09585,0.16074
0.97865,0.08042
0.94831,0.03505
1.00122,0.06953
1.00613,0.08798
0.99268,0.0906
0.98353,0.09224
0.95326,0.09289
0.96914,0.08733
0.98863,0.06717
1.00062,0.05434
0.98336,0.04264
1.0074,0.03473
1.00594,0.03163
0.97501,0.03481
0.96449,0.02886
0.99461,0.01661
0.976,0.01618
0.9773,0.02269
1.00232,0.03251
1.00313,0.04133
0.99287,0.04893
0.98931,0.05357
0.99369,0.05739
0.9893,0.05647
0.97979,0.05748
0.99554,0.05676
0.98968,0.05827
0.98086,0.06156
0.9875,0.06134
0.97484,0.05946
0.97163,0.05341
0.97807,0.04448
0.99541,0.03402
0.98221,0.02815
1.01778,0.0298
1.02134,0.03602
0.99112,0.046
1.00676,0.06061
1.0504,0.06921
0.99716,0.07774
0.97275,0.07956
0.98231,0.09288
0.9969,0.11639
1.02809,0.14652
1.04865,0.17767
1.11792,0.20108
1.26754,0.22328
1.32103,0.26328
1.2527,0.29058
1.24242,0.28783
1.34843,0.25063
1.24596,0.22813
1.08747,0.23022
1.04599,0.22914
1.0115,0.20815
0.8399,0.17783
0.52295,0.10056
0.56067,0.10992
0.5726,0.18006
0.58986,0.23334
0.64452,0.2786
0.70291,0.3177
0.7878,0.3559
0.90704,0.39404
1.03503,0.42518
1.06952,0.43963
1.09219,0.42953
1.13247,0.40392
1.13673,0.37314
1.1233,0.3395
1.10318,0.30757
1.11979,0.25436
1.06189,0.20011
0.98844,0.14804
0.90547,0.09991
0.88644,0.06749
0.89733,0.06608
0.86529,0.07964
0.8187,0.10733
0.79826,0.14216
0.77534,0.17407
0.81853,0.1832
0.83224,0.18081
0.78735,0.18968
0.68279,0.21491
2.06454,0.23422
2.60644,0.30146
1.94861,0.24941
1.61709,0.24968
1.60897,0.22629
1.44667,0.29917
1.74505,0.1679
2.09017,0.1167
1.35256,0.15569
1.06355,0.1412
0.96649,0.0755
0.90188,0.04611
0.9679,0.05932
1.00524,0.07382
0.99838,0.07839
0.98886,0.07761
0.92962,0.05777
0.91403,0.03817
0.97717,0.02358
0.9999,0.02349
1.00717,0.02819
1.00374,0.0254
1.00363,0.02943
0.99923,0.0358
0.9744,0.03894
0.98041,0.02957
0.97998,0.02011
1.0008,0.02113
1.03453,0.02986
1.03108,0.02882
0.99723,0.02921
1.01279,0.03838
0.99478,0.05143
0.98153,0.06333
0.98816,0.06431
0.98085,0.06183
0.97282,0.05873
0.97799,0.05416
0.99654,0.04883
0.99972,0.04971
0.99992,0.05629
0.99775,0.05613
0.99103,0.05105
0.98331,0.05068
0.97298,0.05366
0.96678,0.0572
1.00915,0.05751
1.02984,0.06167
1.02987,0.0652
1.02217,0.07029
1.01912,0.07547
1.02954,0.0799
1.02751,0.08782
1.03868,0.097
1.06553,0.11264
1.08572,0.13648
1.08646,0.1538
1.12327,0.16378
1.13305,0.17304
1.13017,0.15177
1.14627,0.12444
1.08189,0.12488
1.02047,0.14077
0.97448,0.13607
0.94978,0.11869
0.88,0.11289
0.72306,0.11335
0.67471,0.08684
0.74881,0.09339
0.74529,0.12722
0.75641,0.16415
0.81167,0.19917
0.86983,0.22826
0.92543,0.25174
0.98414,0.27144
1.02549,0.28654
1.0686,0.29958
1.09904,0.31153
1.1007,0.31886
1.14249,0.32028
1.12533,0.31783
1.11531,0.29887
1.10858,0.27268
1.09363,0.24697
1.03788,0.22436
1.01214,0.19913
1.01124,0.16723
0.97524,0.13104
0.92946,0.09133
0.87782,0.06451
0.83652,0.0556
0.82658,0.0657
0.81688,0.09142
0.83181,0.10217
0.85727,0.10029
0.83971,0.10873
0.8002,0.11907
0.82343,0.12606
0.8617,0.12629
0.85416,0.13803
0.84,0.1631
0.82063,0.19502
0.82617,0.22256
0.83568,0.2135
0.83333,0.17092
1.2936,0.15777
2.18673,0.22708
1.99711,0.18808
1.78552,0.18914
1.56037,0.17634
1.36021,0.18047
1.32828,0.17659
1.47397,0.14337
1.25971,0.12032
1.12025,0.09609
1.20084,0.06547
1.14971,0.05903
1.08162,0.04612
1.02458,0.03275
0.95305,0.02696
0.9405,0.02034
0.93595,0.01562
0.93443,0.01227
0.96885,0.01476
0.99886,0.01813
1.00788,0.0172
1.02418,0.0176
1.01952,0.01278
1.01739,0.01009
0.99126,0.00552
0.99755,0.00447
1.00157,0.00388
1.00479,0.01277
0.98934,0.01547
0.98374,0.01787
0.9991,0.01871
0.98894,0.01643
0.98662,0.01625
0.98259,0.02317
0.99761,0.03107
0.99838,0.03493
1.00252,0.03624
1.00533,0.03947
0.9964,0.04499
1.00616,0.04895
0.99149,0.0482
0.99571,0.04605
1.00639,0.04588
1.0068,0.04469
0.99964,0.0426
0.97961,0.04335
0.9791,0.04687
0.98382,0.05732
0.97682,0.06838
0.98827,0.07334
0.98847,0.0759
0.98248,0.08212
0.98946,0.09494
1.00728,0.10256
1.02758,0.10784
1.04175,0.11023
1.04871,0.11639
1.07156,0.12095
1.08427,0.12383
1.08022,0.12248
1.10876,0.1655
1.09229,0.16362
1.09209,0.15962
1.06035,0.15256
1.02335,0.1349
0.98389,0.13604
0.92868,0.15338
0.8295,0.17151
0.79178,0.17676
0.85805,0.18935
0.83818,0.19717
0.8652,0.20165
0.9003,0.20199
0.93359,0.20269
0.97608,0.2101
1.01892,0.22187
1.0416,0.22978
1.03221,0.23474
1.03465,0.23562
1.05471,0.234
1.04835,0.23775
1.00778,0.23426
1.01445,0.22641
0.98031,0.21327
1.02116,0.19688
1.06662,0.17664
1.03911,0.16289
1.00276,0.15126
0.93877,0.13559
0.92305,0.12069
0.89066,0.10306
0.8842,0.07804
0.89241,0.04766
0.86382,0.01409
0.86649,0.01929
0.91722,0.02744
0.91414,0.03455
0.91849,0.04873
0.93007,0.06099
0.92822,0.07355
0.91486,0.08838
0.93591,0.10851
0.93233,0.12053
0.90336,0.13142
0.89463,0.14414
0.89819,0.16227
0.89015,0.18145
0.86712,0.18761
0.83478,0.18387
0.8165,0.17493
0.80706,0.16941
0.92974,0.11675
1.07008,0.19466
1.23697,0.19422
1.67644,0.1836
1.52511,0.16175
1.44421,0.15016
1.21212,0.18657
1.45533,0.1716
1.53574,0.117
1.29414,0.09362
1.07765,0.09425
1.01359,0.06136
0.99834,0.01477
1.00997,0.00954
0.9831,0.01519
0.95039,0.02425
0.95315,0.0606
0.9733,0.07707
0.99417,0.06292
1.00331,0.04
1.01515,0.0231
1.00476,0.01454
1.00303,0.00382
1.01154,0.01843
0.99371,0.03449
0.99325,0.04116
0.995,0.036
0.98738,0.03854
0.9896,0.04213
0.99282,0.04566
0.99357,0.04176
0.98955,0.0421
0.98874,0.04378
0.99942,0.04551
0.99499,0.04647
0.99656,0.04259
0.99221,0.04437
0.99319,0.04521
1.0055,0.04519
0.9987,0.04264
0.985,0.04004
0.99198,0.03808
0.99208,0.04
0.99001,0.04361
0.98621,0.04809
0.99466,0.05447
0.99059,0.06127
0.99228,0.06824
0.99087,0.07501
0.99058,0.0838
0.98923,0.09626
0.99894,0.10488
1.02451,0.10606
1.05644,0.10667
1.05816,0.10747
1.04998,0.10129
1.07877,0.09002
1.08647,0.08921
1.09899,0.09178
1.08765,0.10043
1.05316,0.11205
1.02154,0.11539
0.97643,0.11455
0.9554,0.11386
0.95766,0.12297
0.91383,0.14585
0.83986,0.14933
0.87675,0.14827
0.84282,0.14181
0.83935,0.14021
0.86917,0.14974
0.8804,0.16642
0.90936,0.18714
0.93085,0.20633
0.96512,0.22426
0.9935,0.23998
1.01538,0.24926
1.00544,0.2539
1.02463,0.2542
1.02694,0.25162
1.01474,0.25086
1.00335,0.2467
1.01633,0.23552
1.01088,0.21919
0.98311,0.2029
0.98207,0.18219
0.97641,0.159
0.90827,0.14128
0.89373,0.12332
0.87714,0.10391
0.87304,0.08424
0.87159,0.07273
0.85913,0.08586
0.8765,0.10155
0.90098,0.13932
1.12978,0.14088
1.07353,0.08744
0.95114,0.06488
0.92297,0.09646
0.81062,0.13716
0.77623,0.18471
0.88512,0.19729
0.95143,0.2147
0.93065,0.25793
0.99843,0.24473
0.91947,0.18173
0.84932,0.1552
1.25193,0.14895
1.18049,0.24976
1.29266,0.24339
1.53073,0.22364
1.38837,0.18221
1.25903,0.16345
1.23997,0.1977
1.40632,0.20282
1.3813,0.17797
1.22703,0.13465
1.27973,0.09753
1.22721,0.11901
1.06139,0.11925
0.98995,0.06899
0.98036,0.02274
0.97571,0.03346
1.01112,0.05502
1.0217,0.06722
1.01426,0.06841
0.99367,0.06302
0.99132,0.05358
0.98479,0.04382
0.98269,0.03468
0.99896,0.02564
0.99667,0.01687
0.98647,0.01268
0.99533,0.01092
0.99662,0.00851
1.00681,0.01041
1.02794,0.01896
1.00284,0.03223
1.00328,0.04517
0.99847,0.05911
0.99132,0.06576
0.99174,0.07165
0.99416,0.07267
0.99248,0.07215
0.99537,0.07411
0.96704,0.06098
0.98331,0.04034
1.00805,0.03309
0.9915,0.03303
0.97924,0.03009
0.98844,0.02965
0.98657,0.03655
0.97925,0.04145
0.97617,0.04328
0.97183,0.04302
0.97465,0.04143
0.99055,0.03717
0.984,0.03286
0.98377,0.03045
0.97957,0.02733
0.98288,0.02393
0.98732,0.02094
0.98932,0.01969
0.98067,0.01997
0.98525,0.02103
0.986,0.02176
0.98812,0.02353
0.98624,0.02589
0.98292,0.02939
0.98377,0.03132
0.98086,0.03371
0.99104,0.03514
0.98652,0.03615
0.97993,0.03668
0.98252,0.03612
0.98576,0.03644
0.9925,0.03534
1.00068,0.03465
0.99122,0.03571
0.99127,0.03849
0.99251,0.04584
1.01,0.06092
1.02713,0.0758
1.0603,0.0962
1.06343,0.11301
1.08763,0.13286
1.08552,0.15408
1.11143,0.16692
1.10579,0.17199
1.10808,0.16989
1.10938,0.16537
1.08048,0.15823
1.07419,0.14607
1.02478,0.11921
0.98154,0.09193
0.93019,0.09065
0.92502,0.09704
0.92624,0.09322
0.80927,0.09418
0.71149,0.09557
0.68261,0.09892
0.77808,0.13158
0.78368,0.17476
0.81332,0.2116
0.85671,0.23677
0.91979,0.25482
0.96586,0.26672
1.01072,0.27426
1.02347,0.27762
1.03095,0.26806
1.09016,0.25567
1.06868,0.24605
1.08078,0.23804
1.12566,0.2212
1.11157,0.20622
1.06962,0.19836
1.07117,0.17786
1.06756,0.15369
1.03169,0.13936
0.99358,0.12492
1.00102,0.11052
0.99279,0.09841
0.96788,0.08684
0.93481,0.07364
0.92706,0.06793
0.93577,0.05968
0.91992,0.06105
0.87182,0.06322
0.85736,0.06522
0.86706,0.07369
0.8867,0.07537
0.89936,0.03615
0.86535,0.05104
0.97226,0.13483
0.78629,0.12908
0.85111,0.13314
0.9533,0.15976
0.90088,0.12564
0.83495,0.11718
0.7871,0.14803
0.79268,0.17159
0.83562,0.15974
0.83814,0.1351
1.69427,0.12989
2.09115,0.32996
1.54092,0.27051
1.38514,0.22276
1.48363,0.17334
1.85372,0.20304
2.35057,0.21836
1.80986,0.19582
0.98164,0.223
1.02263,0.16636
1.06508,0.04271
1.05978,0.05147
1.08069,0.05691
1.02629,0.07975
0.96474,0.08791
0.93823,0.09637
0.97087,0.08786
0.98369,0.07963
0.98991,0.07294
0.98715,0.06395
0.99316,0.05302
0.99674,0.04462
0.98602,0.03242
0.98965,0.01936
0.97859,0.01506
1.00474,0.01889
1.0005,0.02065
0.98752,0.0237
0.98913,0.02471
0.99154,0.02624
1.00686,0.02765
0.99977,0.02784
0.99568,0.03162
0.99348,0.03186
0.99278,0.03289
1.02429,0.03692
1.04877,0.03946
0.95582,0.03887
0.92102,0.04039
0.95762,0.03719
0.96864,0.02554
0.98909,0.01974
0.98478,0.02355
0.98999,0.02496
0.97917,0.02649
0.98085,0.02401
0.98674,0.02467
0.9862,0.02977
0.98019,0.03658
0.97829,0.04235
0.98152,0.04822
0.97825,0.05524
0.98536,0.06372
0.97811,0.07519
0.99864,0.08628
1.02149,0.09682
1.01205,0.10601
1.00283,0.11627
1.02956,0.12818
1.07673,0.14859
1.09162,0.17244
1.08998,0.18937
1.15088,0.19089
1.229,0.19885
1.23195,0.20562
1.19203,0.19769
1.18394,0.18258
1.13303,0.15909
1.00365,0.15611
0.94371,0.15203
0.93621,0.14924
0.82824,0.16564
0.6546,0.12874
0.72048,0.09742
0.70081,0.11129
0.69667,0.15675
0.73081,0.20587
0.78552,0.24832
0.82764,0.28269
0.87158,0.30841
0.92667,0.32634
0.98263,0.33586
1.01459,0.33523
1.05833,0.33116
1.05544,0.32479
1.06967,0.3131
1.06109,0.29388
1.05352,0.26657
1.01544,0.2427
0.9824,0.21759
0.93255,0.18732
0.883,0.14458
0.83311,0.08759
0.78908,0.0337
0.72639,0.03769
0.69537,0.07953
0.6896,0.1307
0.67243,0.18626
0.65246,0.22079
0.68008,0.25323
0.70269,0.26838
0.78998,0.26205
2.72382,0.50658
1.89114,0.33372
1.79352,0.22667
1.53546,0.24006
1.60665,0.29654
3.11711,0.24966
1.47002,0.26294
0.94131,0.22615
0.92476,0.10983
1.0849,0.07135
1.06928,0.11116
1.05691,0.13426
1.04137,0.12579
0.96566,0.12526
0.93347,0.1335
0.95958,0.13336
0.95414,0.12592
0.95108,0.11703
0.96982,0.10329
0.98768,0.08593
0.99401,0.06774
0.99747,0.04834
0.97487,0.02554
0.97427,0.01552
1.01099,0.02122
1.00895,0.01643
0.99388,0.02837
1.01311,0.0458
1.00328,0.06648
0.98983,0.07752
1.0207,0.06665
0.99356,0.04158
0.99918,0.03556
1.01945,0.03566
1.03761,0.04161
0.99029,0.04632
0.89245,0.05537
0.93636,0.05977
1.00762,0.05411
0.98348,0.05704
0.99706,0.05361
1.00036,0.05305
1.0003,0.05735
0.97631,0.05933
0.97802,0.05183
0.98868,0.04116
0.9852,0.02492
0.97836,0.01771
0.97696,0.02075
0.98913,0.02985
0.98067,0.04106
0.9851,0.0459
0.97771,0.05568
0.98489,0.06957
0.98661,0.08893
0.99607,0.10934
1.00951,0.11723
1.03119,0.12998
1.04163,0.14288
1.08627,0.15157
1.1579,0.16344
1.14397,0.17334
1.11105,0.18089
1.12959,0.18662
1.14238,0.19029
1.12859,0.18518
1.13045,0.18572
1.12454,0.19462
1.07357,0.20518
1.01845,0.20776
0.95328,0.20685
0.93491,0.1938
0.85916,0.16509
0.65523,0.10708
0.52952,0.05186
0.62168,0.069
0.63863,0.12751
0.6374,0.19101
0.7079,0.25201
0.78318,0.30429
0.86694,0.34789
0.96233,0.38307
1.06377,0.41214
1.14908,0.43278
1.20651,0.4392
1.23343,0.43246
1.23601,0.38751
1.15683,0.33961
1.11787,0.30142
1.05423,0.25876
0.90811,0.21695
0.73181,0.17227
0.70547,0.11792
0.75499,0.07361
0.76047,0.11029
0.84239,0.16663
0.8545,0.21678
0.79398,0.26661
1.78825,0.31235
2.03167,0.39734
2.86146,0.34672
1.27142,0.35056
2.05299,0.31654
1.92432,0.31539
1.58054,0.20857
1.53309,0.16002
1.32509,0.13929
1.2096,0.10125
1.14504,0.07911
1.06239,0.07987
0.97602,0.0727
0.90375,0.0637
0.90522,0.05772
0.89181,0.05759
0.88392,0.04504
0.88314,0.04013
0.90103,0.04707
0.90522,0.0508
0.92266,0.05671
0.98509,0.06238
1.0011,0.06495
1.02011,0.07204
1.02089,0.07373
1.05144,0.07168
1.06343,0.07527
1.08447,0.08592
1.08518,0.09852
